title,url,text
J. D. Vance carga contra Dinamarca en Groenlandia: “No ha hecho un buen trabajo” para mantener la seguridad de la isla,https://elpais.com/internacional/2025-03-28/j-d-vance-llega-a-groenlandia-para-reiterar-el-interes-de-ee-uu-en-controlar-la-isla-artica.html,"La Administración de Donald Trump ha lanzado su llamamiento más rotundo hasta el momento para hacerse con el control de Groenlandia, la isla ártica que el presidente estadounidense considera imprescindible para la seguridad nacional de su país y del mundo. De un lado, el vicepresidente, J.D. Vance, ha encabezado este viernes una delegación de su país para visitar Pituffik, la base militar que EE UU tiene en el noroeste, y ha arremetido contra la gestión danesa de la seguridad de la isla: ""No han hecho un buen trabajo"". Del otro lado, en Washington, el presidente estadounidense ha insistido en la necesidad de controlar la isla ártica ""por la paz mundial"". ""Creo que Dinamarca y la Unión Europea lo entienden, pero si no lo entienden se lo tendremos que explicar"", ha dicho Trump. El objetivo de la polémica visita de Vance, que ha comparecido en la base estadounidense, rodeado de militares, era enviar un mensaje al mundo y a los residentes de la isla, a los que quieren convencer de la necesidad de que Washington se la anexione, tal y como desea el presidente. ""Seamos honestos... esta base y el área que la rodea es menos segura que hace 30 o 40 años, porque algunos de nuestros aliados se han ido quedando atrás mientras China y Rusia han ido tomando más y más interés en Groenlandia, en esta base y en las actividades de los valientes soldados estadounidenses aquí destacados"", ha asegurado el vicepresidente, que ha acusado a Dinamarca de ""no haber mantenido el gasto militar necesario, ni destinado los recursos necesarios para mantener esta base, nuestras tropas y el pueblo groenlandés seguro ante incursiones muy agresivas de Rusia, China y otras naciones"". ""Nuestro mensaje a Dinamarca es muy simple: no han hecho un buen trabajo en lo que respecta a los groenlandeses. Han invertido menos de lo necesario en ellos y en la arquitectura de seguridad de esta bella, increíble, masa terrestre"". Estados Unidos, ha indicado, aumentará su inversión en equipamiento para proteger la isla, incluidos buques rompehielos y otros barcos. El vicepresidente ha declarado, no obstante, que Washington no se plantea construir otras bases militares ni cree que será necesario tomar por la fuerza en la isla ártica, cuyo valor estratégico se ha multiplicado en las últimas décadas a medida que el cambio climático ha derretido el hielo y abierto las aguas del polo Norte a la navegación. Vance también ha admitido que tendrán que ser los groenlandeses, opuestos casi en su totalidad a una anexión estadounidense, quienes decidan si quieren convertirse en territorio del país norteamericano. Pero ha expresado su convencimiento, compartido con Trump, de que esta población —57.000 residentes— acabará aceptando de buena gana el control de Washington. Su Gobierno cree que estos ciudadanos apostarán por la independencia de Dinamarca: ""Entonces hablaremos"", ha apuntado. Dirigiéndose directamente a la población groenlandesa, el número dos del Gobierno de EE UU ha afirmado: ""Creo que estarían mucho mejor... bajo el paraguas de seguridad de Estados Unidos que lo que han..."
Meloni indigna a la oposición al defender los ataques a Europa de la Administración Trump,https://elpais.com/internacional/2025-03-28/meloni-indigna-a-la-oposicion-al-defender-los-ataques-a-europa-de-la-administracion-trump.html,"La primera ministra italiana, Giorgia Meloni, ha señalado que comparte el ataque ideológico a Europa que lanzó el vicepresidente de Estados Unidos J. D. Vance el mes pasado, cuando criticó a la Unión Europea por, en su opinión, abandonar su compromiso con la libertad de expresión y la democracia. ""Tengo que decir que estoy de acuerdo. Llevo años diciéndolo... Europa está un poco perdida"", ha señalado la líder ultraderechista en una entrevista con el diario británico Financial Times, que es la primera que concede a un medio extranjero desde que es jefa de Gobierno. La conversación se produjo en el contexto de la reunión de los países europeos de la coalición de los voluntarios que se celebró en París este jueves para lograr un acuerdo de paz entre Ucrania y Rusia y estudiar una estrategia común. La oposición ha criticado duramente sus palabras. Meloni aclaró también que las numerosas críticas del presidente estadounidense Donald Trump a Europa ""no iban dirigidas a su gente, sino a su clase dirigente, que en lugar de leer la realidad y encontrar formas de dar respuestas a los ciudadanos, pretende imponer su ideología"". En medio de la tensión creciente entre Estados Unidos y la Unión Europea, la primera ministra italiana, cercana a Donald Trump y que de hecho fue la única líder de la UE presente en su toma de posesión en Washington, ha rechazado la idea de que Italia deba elegir entre Estados Unidos y Europa. ""Creer eso es tan infantil como superficial"", ha dicho la política. Y ha dejado claro que no ve en el nuevo presidente estadounidense un adversario, sino más bien ""el primer aliado"" de Italia. ""Soy conservadora, Trump es un líder republicano. Sin duda estoy más cerca de él que de muchos otros"", ha dicho. Y también ha valorado que las reacciones de algunos líderes europeos son ""demasiado políticas"". Mientras la Unión Europea asegura que responderá a los aranceles impuestos por Trump, Meloni pide calma. ""A veces tengo la impresión de que simplemente respondemos instintivamente. Mantengamos la calma. Reflexionemos. En estas cuestiones hay que decir: 'Tranquilos, chicos. Vamos a pensarlo"", ha opinado la líder italiana. Y ha pedido ""trabajar para alcanzar una buena solución común en este campo"". Aunque ha valorado que el lento proceso de toma de decisiones penaliza a la UE. ""No es fácil competir con alguien que puede firmar 100 órdenes ejecutivas en un día"", ha dicho. Meloni, que ha exhibido gran sintonía con Trump y con Elon Musk, aspiraba a convertirse en una especie de puente entre la Unión Europea y Estados Unidos, pero por el momento ha decidido adoptar un perfil más bajo. ""No me interesa decir: 'Soy la que está en medio, soy protagonista'. Ahora no. Hay demasiado en juego"", ha explicado en la entrevista con el diario británico. En cualquier caso, la líder ultraderechista está realizando complicados malabarismos dentro y fuera de Italia y también para manejar la situación con sus propios aliados en el Gobierno, ya que el líder de la Liga,..."
Petro se alía con Panamá para hacer frente a las deportaciones de Trump,https://elpais.com/america/2025-03-28/petro-se-alia-con-panama-para-hacer-frente-a-las-deportaciones-de-trump.html,"Gustavo Petro se ha aliado este viernes con Panamá para hacer frente a la ola de deportaciones ordenadas por Donald Trump desde la Casa Blanca. El presidente de Colombia se ha encontrado este viernes con su homólogo de ese país, José Raúl Mulino, en Ciudad de Panamá, donde han llegado a una serie de acuerdos en materia de migración. Sin embargo, el punto más importante, el de cómo gestionar el envío de migrantes venezolanos a Caracas ha quedado en el aire. ""Todavía no se ha cerrado ese acuerdo"", afirma la canciller colombiana, Laura Sarabia, a EL PAÍS. ""Exploraremos todas las alternativas que garanticen los derechos fundamentales de todos los migrantes"", añade. El pacto debe zanjar con una tensión evidente entre Colombia y Panamá. Mulino no tiene relaciones diplomáticas con el Gobierno venezolano ―fue de los primeros en acusar de fraude electoral a Nicolás Maduro― y había amenazado con enviar a los deportados de ese país a Colombia. El presidente panameño ha tenido que lidiar con una situación crítica al recibir ciudadanos extranjeros expulsados de Estados Unidos de más de una docena de nacionalidades. Más de 300 de ellos estuvieron encerrados en un hotel de lujo de la capital panameña y su situación se dio a conocer porque se les vio pidiendo ayuda a través de los ventanales del edificio. La mayoría sigue atrapada en un país que no es el suyo, sin un rumbo fijo. Tanto Mulino como Petro han tenido que lidiar con las políticas agresivas del presidente de Estados Unidos. Trump ha dicho en más de una ocasión que tomará el control del Canal de Panamá, la principal infraestructura de la nación centroamericana y sobre la que gira casi toda su economía. El presidente panameño ha negado esa posibilidad con vehemencia, pero ha hecho otros gestos que pueden interpretarse como un acercamiento a Trump, como la clausura del Tapón del Darién, un selvático y agreste paso fronterizo que han recorrido, en los últimos seis años, más de un millón de migrantes, todos rumbo al norte. Petro ha sido el presidente de Latinoamérica más critico con Trump por la manera en la que está deportando a la gente, encadenada de pies y manos. Al hacer pública esta queja, hace dos meses, el presidente republicano ordenó iniciar una guerra comercial con Colombia, que al final no llegó a ejecutarse por la mediación de los diplomáticos de ambos países. Sin embargo, la animadversión entre Petro y Trump es más que notoria. Por eso, el colombiano busca aliados en la región con los que oponerse a lo que considera algunos atropellos de Washington en materia migratoria. Petro y Mulino dieron este viernes una declaración conjunta muy breve, de apenas 11 minutos. Apenas se refirieron a la crisis migratoria y hablaron más bien de la necesidad de conectar los sistemas eléctricos de sus países. El día anterior, Petro recibió en la Casa de Nariño, la residencia presidencial colombiana, a Kristi Noem, la secretaria de Seguridad Nacional de Estados Unidos. Noem es una de..."
No hay bien que por Trump no venga,https://elpais.com/eps/2025-03-01/no-hay-bien-que-por-trump-no-venga.html,"No lo entiendo: ¿a qué viene tanto aspaviento? ¿No sabíamos quién era Trump? ¿No habíamos oído sus discursos? ¿No nos habíamos percatado de que no es un político sino un matón? ¿Ignorábamos que, como Putin, solo entiende el lenguaje de la fuerza? ¿Habíamos olvidado que, igual que Putin, desdeña la democracia, y que montó un golpe de Estado? ¿Nadie nos había dicho que aborrece la UE tanto como Putin y que data-link-track-dtm="""">no quiere una Europa unida (de ahí que apoye a los mandatarios europeos que buscan la desarticulación de la UE)? ¿No era evidente que este segundo Trump, rodeado de magnates obsecuentes e imbuidos de tecnoautoritarismo, sería peor que el primero? ¿Desconocíamos su sintonía con Putin, que lo ayudó a llegar por vez primera al poder? ¿Creíamos que iba a amenazar con guerras comerciales suicidas a México y Canadá, pero no a nosotros? ¿No estaba cantado que en Ucrania intentaría apañárselas con su compinche de Moscú sin contar con los europeos, un apaño ideal para la siguiente invasión rusa (próximas estaciones: Moldavia y los países bálticos)? Todo esto y mucho más lo sabíamos muy bien, pero fingíamos no saberlo, y ahora nos damos de bruces con la realidad: no es una hipérbole decir que Trump aspira a la destrucción de la democracia, para lo cual debe romper o jibarizar Europa, el gran bastión de la democracia, y desmontar los organismos internacionales, a fin de abolir un orden mundial basado en reglas y fundar un nuevo orden autoritario, regido por la única ley que respeta: la ley del más fuerte. Esto es lo que hay, y quien no lo ve es porque no quiere verlo. Así que Europa debe responder de inmediato. ¿Cómo? Hay al menos cinco cosas de sentido común. La primera es entender de una vez por todas que una Europa unida —es decir: una Europa federal, capaz de combinar la unidad política con la diversidad lingüística, cultural e identitaria— es la única garantía de la paz, la prosperidad y la democracia en el continente, así como de su relevancia en el mundo. La segunda es asimilar que, como mínimo en Europa, la divisoria fundamental ya no es la que separa la izquierda de la derecha, sino el internacionalismo del nacionalismo, el europeísmo del soberanismo, la apertura mestiza e incluyente del aislamiento purista y excluyente; esto significa que Pedro Sánchez acierta cuando pide al PP que rompa con Vox, pero yerra cuando no hace lo propio con el secesionismo, que está cortado con el mismo patrón que Vox (o peor: Trump se apoya en Vox; Putin, en el secesionismo, incluido el de ERC, cuyo lema —""Por una Europa de las naciones libres""— podría ser de Orbán o Le Pen). Tercero: Europa no debe depender de Estados Unidos, tiene que ser autónoma desde todos los puntos de vista —político, energético, defensivo— y hablar con una única voz en el mundo, clara y potente. Cuarto: urge que Europa cobre conciencia de su propia fortaleza; somos la tercera economía del mundo (la..."
Trump ordena una limpieza “ideológica” de los museos Smithsonian y una “restauración” de la historia de Estados Unidos,https://elpais.com/cultura/2025-03-28/trump-ordena-una-limpieza-ideologica-de-los-museos-smithsonian-y-una-restauracion-de-la-historia-de-estados-unidos.html,"Donald Trump, presidente de Estados Unidos, cumplió este jueves con su amenaza de intervenir los museos de la red Smithsonian en Washington, e incluso el zoo de la capital, con un decreto titulado Restaurando la verdad y la cordura en la historia de Estados Unidos en el que ordena que se emprenda en esas instituciones una limpieza de ""ideología inapropiada, divisiva o antiamericana"" y encarga esa tarea al vicepresidente, J. D. Vance. Asimismo, el decreto conmina a revisar si las estatuas de ecos racistas que fueron derribadas en terrenos de gestión federal tras el asesinato de George Floyd deben ser devueltas a su lugar, y obliga a las autoridades a cuidarse de que los monumentos públicos dependientes del Departamento del Interior ""no contengan descripciones, representaciones u otro contenido que menosprecien de manera inapropiada a los estadounidenses vivos o muertos ―incluidas las personas que vivieron en la época colonial [es decir, durante la esclavitud]―"". Trump pide que esos artefactos conmemorativos ""se centren en la grandeza de los logros y el progreso del pueblo estadounidense o en la belleza, abundancia y grandeza"" de su paisaje. En su exposición de motivos, el texto asegura que sus compatriotas ""han sido testigos de un esfuerzo concertado y generalizado para reescribir la historia, reemplazando los hechos objetivos con una narrativa distorsionada impulsada por la ideología más que por la verdad"". ""Este movimiento revisionista busca socavar los notables logros de Estados Unidos al proyectar sus principios fundacionales y sus hitos históricos bajo una luz negativa"", argumenta el decreto. ""En lugar de fomentar la unidad y una comprensión más profunda de nuestro pasado compartido, el esfuerzo generalizado por reescribir la historia profundiza las divisiones sociales y fomenta un sentimiento de vergüenza nacional"". La orden se detiene en varios ejemplos: el Parque Histórico Nacional de la Independencia, en Filadelfia, donde, dice la Administración de Trump, la de su antecesor, Joe Biden, ""presionó"" a sus funcionarios para que contaran la historia del lugar a los visitantes en función de su identidad racial; una exposición del Museo del Arte Estadounidense, actualmente en cartel, titulada La forma del poder: historias de raza y escultura estadounidenses; o el Museo Nacional de Historia y Cultura Afroamericana, en el que, afirma el texto, se defiende que el ""trabajo duro"", el ""individualismo"" y ""la familia nuclear"" son características propias de la ""cultura blanca"". Trump también se detiene en un museo en proyecto: el que la institución Smithsonian tiene previsto construir en los próximos años para honrar la historia de la mujer estadounidense. A sus responsables les prohíbe que hagan ninguna referencia a las personas trans en su discurso. En cuanto al Parque de la Independencia de Filadelfia, la fijación de Trump no es gratuita: Estados Unidos se prepara para celebrar en 2026 el 250º aniversario de la independencia de Estados Unidos, un acontecimiento que se antoja como una oportunidad única para difundir los valores del movimiento MAGA (Make America Great Again). La red de museos Smithsonian, se concentra, aunque no solo, en el gran terreno del..."
Canadá dialoga con EE UU tras anunciar el fin de su “relación histórica”,https://elpais.com/internacional/2025-03-28/canada-dialoga-con-ee-uu-tras-anunciar-el-fin-de-su-relacion-historica.html,"Un día después de dar por finalizada la ""relación histórica"" de su país con Estados Unidos, el primer ministro de Canadá, Mark Carney, ha hablado por teléfono este viernes con el presidente Donald Trump, en un primer intento de limar asperezas tras una ruptura debida a la imposición de aranceles por Washington. La guerra comercial entre los dos socios tradicionales ha empujado a Canadá hacia el otro lado del Atlántico y erigido una imprevista barrera en su frontera sur. Pese al choque entre los dos tradicionales aliados, el mandatario estadounidense ha anunciado que se verá con Carney después de las elecciones canadienses, que se celebrarán el 28 de abril. ""Fue una llamada extremadamente productiva, coincidimos en muchas cosas, y nos reuniremos inmediatamente después de las próximas elecciones de Canadá para trabajar en elementos de política, negocios y todos los demás factores que terminarán siendo beneficiosos tanto para Estados Unidos como para Canadá"", ha escrito Trump en su plataforma Truth Social, sin que la Casa Blanca proporcionara más detalles de la llamada. En el mensaje, el republicano se refiere a su interlocutor como ""primer ministro de Canadá"" y no como ""gobernador del 51º Estado"" estadounidense, como solía llamar despectivamente a Justin Trudeau, el predecesor de Carney. La llamada entre ambos líderes es la primera desde que Carney asumió el cargo, el 14 de marzo. Pero el divorcio anunciado el jueves por el canadiense, al calificar la imposición de un arancel del 25% a las importaciones de automóviles, de ""ataque directo"" y violación del acuerdo comercial que Trump negoció durante su primer mandato (2017-2021), bien pudo acelerar un contacto inexplicablemente diferido entre dos socios con economías tan interconectadas. La guerra comercial, junto con la nada velada amenaza de convertir a Canadá en el 51º Estado de Estados Unidos, se han convertido en temas dominantes de la campaña electoral. El primer ministro canadiense, un economista de carrera que presidió los bancos centrales de Canadá y Reino Unido, aseguró el jueves que EE UU ""ya no es un socio comercial fiable"" y que la relación bilateral será ya ""radicalmente distinta"" por la agenda de Trump. Su principal rival, el líder conservador Pierre Poilievre, se presenta a las urnas con una agenda titulada Canadá Primero, un calco del America First del movimiento trumpista MAGA. Poilievre aseguró el jueves en un mitin que Canadá necesita ""mantenerse firme por sí sola frente a la amenaza estadounidense"". Los aranceles automovilísticos de Trump, anunciados este miércoles y cuya entrada en vigor está prevista para el próximo 2 de abril, supondrían un duro golpe para el país vecino. Canadá exportó vehículos y componentes por valor de casi 50.000 millones de dólares canadienses (35.000 millones de dólares USA) el año pasado. ""La antigua relación que teníamos con Estados Unidos, basada en una integración cada vez más profunda de nuestras economías y una estrecha cooperación militar y de seguridad, ha terminado"", dijo. Miembros del gabinete canadiense tienen previsto viajar a Washington en los próximos días para reunirse con sus homólogos. El intento..."
Trump lleva al Supremo el freno a las deportaciones de venezolanos a El Salvador,https://elpais.com/internacional/2025-03-28/trump-lleva-al-supremo-el-freno-a-las-deportaciones-de-venezolanos-a-el-salvador.html,"El presidente de Estados Unidos, Donald Trump, ha dado un golpe de mano en el caso sobre la aplicación de una ley de guerra del siglo XVIII para deportar a inmigrantes sin ningún tipo de control judicial. Su Administración ha elevado el caso al Tribunal Supremo, sin esperar a que se dirima en los tribunales inferiores. Allí un juez había impuesto una prohibición cautelar al uso de esta norma, la Ley de Enemigos Extranjeros, cuando el Gobierno expulsó a El Salvador a más de 200 migrantes venezolanos a los que acusa de formar parte de la banda delictiva Tren de Aragua. En una petición ante la máxima autoridad judicial de Estados Unidos, el Departamento de Justicia reclama que se levante la orden del juez federal de distrito James Boasberg, del 15 de marzo, que prohíbe la deportación de los venezolanos de manera provisional mientras se decide en los tribunales si la aplicación de la ley de 1798 es válida. Aunque aquella orden especificaba verbalmente que tenía efecto inmediato y si los vuelos que transportaban a los inmigrantes ya habían despegado debían dar media vuelta, los aviones no regresaron y los trasladaron a El Salvador, donde la gran mayoría de ellos quedó ingresada en la temida prisión del régimen del presidente Nayib Bukele para los pandilleros. Desde entonces, Boasberg se ha convertido en blanco de una arremetida de la Administración republicana, encabezada por el propio Trump, contra el poder judicial y lo que el presidente califica, sin base, de ""jueces de la izquierda radical"", a los que acusa de intentar echar por tierra su programa de Gobierno. El presidente ha reclamado la destitución del togado, en un paso que motivó que el presidente del Supremo, John Roberts, que habitualmente evita hacer declaraciones, le recordara que el camino a tomar en caso de desacuerdo sobre una sentencia es apelar, no presionar para cesar al juez responsable. Boasberg, que por coincidencia se ha hecho cargo también del caso en torno a la divulgación de los planes de ataque contra la guerrilla de los hutíes en Yemen el 15 de marzo en un chat de altos cargos en la aplicación de mensajería Signal, había pedido al Gobierno una serie de datos sobre los vuelos que transportaron a los venezolanos para determinar si hubo desacato a la justicia al no ordenar el regreso de los aviones. El Departamento de Justicia alega que las aeronaves ya sobrevolaban aguas internacionales cuando se emitió la orden, lo que asegura que significa que el juez ya no tenía jurisdicción. También ha invocado la ley de secretos oficiales para negarse a aportar los datos que reclamaba el magistrado. Esta semana la posición del Gobierno recibió un nuevo revés en el caso, cuando un tribunal de apelaciones formado por tres jueces mantuvo en pie la prohibición impuesta por Boasberg. La Ley de Enemigos Extranjeros solo se ha aplicado en tres ocasiones a lo largo de la historia de Estados Unidos, y siempre en tiempos de guerra. La primera fue en 1812,..."
Trump exige más beneficios por los minerales de Ucrania y la devolución con intereses de la ayuda aportada,https://elpais.com/internacional/2025-03-28/trump-exige-mas-beneficios-por-los-minerales-de-ucrania-y-la-devolucion-con-intereses-de-la-ayuda-aportada.html,"Donald Trump ha dejado claro en múltiples ocasiones que quiere sacar tajada de la dependencia que tiene Ucrania de Estados Unidos. Pero en su última intentona podría haber cruzado ""casi todas las líneas rojas de Ucrania"", como ha escrito el diario Pravda. Washington envió este viernes a Kiev un nuevo borrador para el acuerdo de los minerales, como se conoce al pacto que negocian ambos países y por el cual EE UU sería beneficiario del 50% de los ingresos de la explotación de los recursos naturales del Estado ucranio, además de las infraestructuras vinculadas a ello, como minas, puertos o líneas ferroviarias. El presidente de Ucrania, Volodímir Zelenski, ha confirmado que la nueva propuesta es ""completamente diferente a la acordada previamente"". Lo peor para Kiev, según el borrador de la propuesta difundida en varios medios, es que Trump recupera la exigencia de que Ucrania devuelva a EE UU toda la ayuda facilitada desde el inicio de la invasión, en 2022, por su predecesor en la presidencia, Joe Biden. Esa ayuda, según el Gobierno ucranio y confirman organismos internacionales, ronda los 111.000 millones de euros. Sea una casualidad o no, el documento estadounidense ha llegado al Consejo de Ministros de Ucrania justo un mes después de que se abortara la firma del acuerdo de cooperación económica que incluía la explotación conjunta de los minerales, petróleo y gas de Ucrania. La suscripción del tratado debía haberse llevado a cabo el 28 de febrero en la Casa Blanca pero fue suspendida tras la discusión que mantuvieron Trump y Zelenski ante los medios de comunicación en el Despacho Oval. ""No puedo aceptar algo que hipoteque a las próximas 10 generaciones de ucranios"", dijo Zelenski el 23 de febrero sobre la reclamación de su homólogo estadounidense de que el acuerdo de los minerales supusiera que Ucrania retorne medio billón de dólares (462.000 millones de euros), el dinero que, según Trump, ha dado EE UU al país invadido desde el inicio de la guerra. La cifra es casi cinco veces superior a toda la ayuda suministrada por Washington en estos tres años. Dos días después, el 26 de febrero, Zelenski y Trump anunciaban que habían llegado a una entente en la que la reclamación del medio billón de dólares desaparecía. Ambos gobiernos acordaban crear un fondo común que gestionaría el 50% de los ingresos de los recursos naturales del Estado ucranio y que estaría controlado por EE UU. La propuesta que eleva ahora la Casa Blanca no solo vuelve a condiciones que ya se habían descartado, según ha admitido Zelenski, sino que establece nuevos aspectos que podrían vulnerar la Constitución ucrania, según ha admitido el presidente. Lo que demanda la Administración Trump es el control mayoritario de activos estatales que son estratégicos para la seguridad y el futuro del país. No solo eso, EE UU establece que la Casa Blanca tendrá capacidad de veto para la entrada de empresas de otros países en el sector minero y de recursos naturales de Ucrania, lo que no solo..."
El Gobierno de Trump pide a España elevar el gasto en defensa en el primer contacto bilateral,https://elpais.com/espana/2025-03-28/el-gobierno-de-trump-pide-a-espana-elevar-el-gasto-en-defensa-en-el-primer-contacto-bilateral.html,"Estados Unidos ha pedido a España aumentar el gasto en Defensa en el primer contacto bilateral del que ha informado la Administración de Donald Trump desde que este regresó al poder el pasado 20 de enero. La llamada se ha producido entre Christopher Landau, el subsecretario de Estado estadounidense, y Diego Martínez Belío, secretario de Estado español de Asuntos Exteriores y de Cooperación. En el resumen de la llamada no se menciona que ambos hayan hecho alusión al posible primer conflicto abierto que se presenta para ambos países: los posibles aranceles a España por la compra de petróleo a Venezuela, que están en manos del secretario de Estado, Marco Rubio. ""El subsecretario de Estado Christopher Landau habló hoy con el secretario de Estado español de Asuntos Exteriores y de Cooperación, Diego Martínez Belío"", dice la nota difundida por el Departamento de Estado. ""El subsecretario Landau reafirmó la fortaleza de la asociación entre Estados Unidos y España e hizo un llamamiento a España para que aumente su gasto en defensa de acuerdo con sus compromisos con la OTAN. El subsecretario y el secretario de Estado hablaron sobre la profundización de nuestros lazos en una amplia gama de intereses mutuos, incluido el fortalecimiento de la cooperación en materia de migración"", añade. En la cumbre de Gales de 2014, los aliados de la Alianza Atlántica se comprometieron a llegar a un nivel de gasto en Defensa equivalente al 2% del producto interior bruto en 2024, que España está lejos de alcanzar. En el caso español, la intención del Gobierno de Pedro Sánchez era llegar a esa meta en el año 2029, pero en pleno debate en torno a la necesidad de reforzar la seguridad y la defensa en Europa, Sánchez ha adelantado que se alcanzará ese objetivo antes de lo previsto, si bien no ha ofrecido ningún calendario. Esta misma semana, el secretario general de la OTAN, Mark Rutte, aseguró en Varsovia que ""España quiere llegar al 2% [del PIB en gasto militar] este verano"". Lo dijo el viernes, el mismo día en que el presidente Pedro Sánchez comparecía ante el Congreso para informar sobre el aumento de la inversión española en defensa. Sánchez evitó poner fecha al objetivo y solo reiteró su compromiso de alcanzarlo antes de 2029. El Gobierno de Pedro Sánchez ha cooperado con la Administración del anterior presidente, Joe Biden, en materia migratoria, con algunos acuerdos de carácter reducido para acoger en España inmigrantes que pretendían viajar a Estados Unidos. Se trata de la primera toma de contacto reconocida oficialmente entre la Administración Trump y el Gobierno de Pedro Sánchez después del regreso al poder del republicano el pasado 20 de enero. La llamada se produce en la semana en que el presidente de Estados Unidos, Donald Trump, ha firmado un decreto en el que autoriza a Marco Rubio a imponer, a su discreción, desde el próximo 2 de abril un arancel del 25% a los productos importados de los países que compran petróleo a Venezuela, entre ellos España...."
"Frente a los aranceles y el expansionismo de Trump, China quiere encandilar al mundo con diálogo y diplomacia",https://elpais.com/internacional/2025-03-28/frente-a-los-aranceles-y-el-expansionismo-de-trump-china-quiere-encandilar-al-mundo-con-dialogo-y-diplomacia.html,"Diplomacia, diplomacia, diplomacia y menos amenazas. Ese es el mensaje que se cuela en todas las conversaciones del Foro de Boao, apodado el Davos de Asia, que se celebra estos días en la isla tropical de Hainan (sur de China). La deriva de la política exterior y comercial de Estados Unidos con Donald Trump, con un marcado tono agresivo e impredecible, ha brindado a su principal rival geopolítico la oportunidad de proyectarse como un socio más estable y comprometido con la globalización y el multilateralismo. Es una idea que Pekín lleva años repitiendo, pero que, en medio de un contexto de incertidumbre y turbulencias globales, se ha convertido en su mejor carta de seducción. ""Debemos salvaguardar el sistema de libre comercio y oponernos con determinación al proteccionismo comercial y de inversiones"", expresó este jueves en su discurso inaugural el vice primer ministro chino Ding Xuexiang, horas después de que Trump anunciara nuevos aranceles, esta vez del 25% a todos los coches y vehículos ligeros importados, que entrarán en vigor el 3 de abril. El sexto funcionario de mayor rango de China ha aseverado en Boao ―que este año ha reunido a 2.000 delegados de 60 naciones― que su país ""tiene confianza"" en que logrará alcanzar sus objetivos económicos y en que ""contribuirá al desarrollo global"". Pese a que los dirigentes chinos han mantenido su objetivo de crecimiento ""en torno al 5%"" para este año, muchos expertos creen que es una meta ambiciosa, dada la presión sobre las exportaciones, la débil demanda y las dificultades que atraviesa su mercado inmobiliario. ""Si el mundo vuelve a la ley de la selva, será un paso atrás en la historia"", enfatizó el domingo el primer ministro, Li Qiang. Este hablaba en otro simposio de alto nivel, el Foro de Desarrollo de China, celebrado este domingo en Pekín. Desde ahí aseguró que China está preparada para posibles nuevos ""shocks"": esto es, lo que esté por venir desde Washington. ""Impulsaremos políticas macroeconómicas más proactivas y efectivas para expandir la demanda interna y estabilizar el comercio y las inversiones extranjeras"", ha subrayado Ding. ""Damos una bienvenida sincera a las empresas de todo el mundo a que inviertan en China"", afirmó. Sus palabras siguen una línea similar a las pronunciadas por el primer ministro Li en la apertura del Foro de Desarrollo de China, celebrado el domingo y lunes en Pekín y que contó con la presencia de altos ejecutivos de 80 multinacionales, de Tim Cook (Apple) a Ola Kallenius (Mercedes). ""La incertidumbre nunca es buena para los negocios, y el mundo está completamente globalizado. Las cadenas de suministro nos conectan, y valoramos la estabilidad que tenemos aquí en China"", apuntaba a un grupo de periodistas Oliver Zipse, director ejecutivo de BMW. ""Apreciamos un Gobierno que respalde esa conectividad y globalización, porque solo así se puede garantizar el crecimiento y la seguridad"", añadía. En su intervención del domingo, el premier chino realizó múltiples guiños a los inversores foráneos, a los que ofreció su enorme mercado de consumidores. También..."
